"Time [s]","Moving1.Speed [rpm]"
4.39155000000004,4.58462197643529
4.39290000000004,4.58791407060366
4.39425000000004,4.59113255494698
4.39560000000004,4.59439117821068
4.39695000000004,4.59783039760733
4.39830000000004,4.60147054423033
4.39965000000004,4.60507797397434
4.40100000000004,4.60848087702899
4.40235000000004,4.61181346255595
4.40370000000004,4.61507394085939
4.40505000000004,4.61840672877086
4.40640000000004,4.62188544450232
4.40775000000004,4.62553569437267
4.40910000000004,4.62914270625167
4.41045000000005,4.63256972007203
4.41180000000005,4.63592334728238
4.41315000000005,4.63913935179735
4.41450000000005,4.64244421724879
4.41585000000005,4.64582757921592
4.41720000000005,4.64945219455997
4.41855000000005,4.65307367357487
4.41990000000005,4.65653118511149
4.42125000000005,4.65980247137183
4.42260000000005,4.6628804183174
4.42395000000005,4.66601774391036
4.42530000000005,4.66930905689031
4.42665000000005,4.67289326931929
4.42800000000005,4.67651796082529
4.42935000000005,4.67995379798842
4.43070000000005,4.68311017486224
4.43205000000005,4.68594670452192
4.43340000000005,4.6888817724362
4.43475000000005,4.6920941227362
4.43610000000005,4.69567339354866
4.43745000000005,4.69931539099393
4.43880000000005,4.70268753908264
4.44015000000005,4.70565997949931
4.44150000000005,4.70821896615294
4.44285000000006,4.71095142789827
4.44420000000006,4.71408734292948
4.44555000000006,4.71771321021621
4.44690000000006,4.72136591677024
4.44825000000006,4.72462803346654
4.44960000000006,4.72727915149459
4.45095000000006,4.7295286031454
4.45230000000006,4.73203617725556
4.45365000000006,4.73515399817571
4.45500000000006,4.73883345196311
4.45635000000006,4.74246054908748
4.45770000000006,4.74554932597628
4.45905000000006,4.74786089700765
4.46040000000006,4.74983486118313
4.46175000000006,4.75214446297067
4.46310000000006,4.75526844615478
4.46445000000006,4.75902027921173
4.46580000000006,4.76259527968445
4.46715000000006,4.76546277402103
4.46850000000006,4.76742917270076
4.46985000000006,4.76916760757882
4.47120000000006,4.77136028617345
4.47255000000006,4.77458449981812
4.47390000000006,4.77838465101271
4.47525000000006,4.78184921984341
4.47660000000007,4.78438315326506
4.47795000000007,4.78598187489207
4.47930000000007,4.78747987937869
4.48065000000007,4.78969742148595
4.48200000000007,4.79303367057402
4.48335000000007,4.79686388096394
4.48470000000007,4.80015298580948
4.48605000000007,4.80229459981709
4.48740000000007,4.8035499793073
